timestamp,symbol,side,prev_weight,target_weight,delta_weight,price_close,notional_usd,qty,allocated_cost_usd,equity_before_usd
2024-05-14,BTCUSDT,BUY,0.0,1.0,1.0,61550.5,100000.0,1.6246821715501905,83.14873112018732,100000.0
2024-05-15,BTCUSDT,SELL,1.0,0.0,-1.0,66175.4,107430.84384408228,1.6234256815082688,89.32738348806429,107430.84384408228
2024-05-16,BTCUSDT,BUY,0.0,1.0,1.0,65217.7,107341.51646059421,1.6458954618239254,89.2531089021511,107341.51646059421
2024-05-20,BTCUSDT,SELL,1.0,0.0,-1.0,71466.5,117531.15650098007,1.6445629280989005,97.72566530144648,117531.15650098007
2024-05-27,BTCUSDT,BUY,0.0,1.0,1.0,69461.6,117433.43083567862,1.6906237523419934,97.64440765076957,117433.43083567862
2024-06-28,BTCUSDT,SELL,1.0,-1.0,-2.0,60429.8,204155.67945569722,3.378394094564225,169.75285697720918,102077.83972784861
2024-07-12,BTCUSDT,BUY,-1.0,-0.5268372530749047,0.4731627469250953,57870.0,49934.40949238885,0.8628721184100371,41.519827885279696,105533.26485843102
2024-07-12,ETHUSDT,SELL,0.0,-0.4731627469250953,-0.4731627469250953,3133.24,49934.40949238885,15.93698838658668,41.519827885279696,105533.26485843102
2024-07-13,BTCUSDT,BUY,-0.5268372530749047,-0.5154858433950466,0.011351409679858149,59174.0,1175.4118020787982,0.01986365299082026,0.9773399988654482,103547.65048824197
2024-07-13,ETHUSDT,SELL,-0.4731627469250953,-0.4845141566049535,-0.011351409679858204,3174.01,1175.411802078804,0.3703239126779071,0.9773399988654531,103547.65048824197
2024-07-14,BTCUSDT,SELL,-0.5154858433950466,-0.5174532760787711,-0.001967432683724568,60766.0,198.73096226187218,0.0032704302119914456,0.16524227346368506,101010.29829678973
2024-07-14,ETHUSDT,BUY,-0.4845141566049535,-0.482546723921229,0.0019674326837245126,3243.56,198.73096226186658,0.06126939605306102,0.16524227346368037,101010.29829678973
2024-07-15,BTCUSDT,BUY,-0.5174532760787711,-0.5089726140043341,0.008480662074436984,64680.6,797.7368099782865,0.01233347881711497,0.6633080351756051,94065.39288752957
2024-07-15,ETHUSDT,SELL,-0.482546723921229,-0.491027385995666,-0.008480662074436984,3481.62,797.7368099782865,0.22912805245210174,0.6633080351756051,94065.39288752957
2024-07-16,BTCUSDT,BUY,-0.5089726140043341,-0.49174920804418204,0.017223405960152094,65010.0,1624.767395920941,0.0249925764639431,1.3509734733627725,94334.84873317085
2024-07-16,ETHUSDT,SELL,-0.491027385995666,-0.5082507919558181,-0.01722340596015215,3442.83,1624.7673959209462,0.47192786048714175,1.3509734733627767,94334.84873317085
2024-07-17,BTCUSDT,SELL,-0.49174920804418204,-0.4984609137131116,-0.006711705668929535,64055.7,643.0118393819572,0.01003832351191162,0.5346561853986743,95804.53480829003
2024-07-17,ETHUSDT,BUY,-0.5082507919558181,-0.5015390862868885,0.006711705668929646,3386.0,643.0118393819678,0.1899030831015853,0.5346561853986832,95804.53480829003
2024-07-18,BTCUSDT,SELL,-0.4984609137131116,-0.5184716242695209,-0.020010710556409295,63959.9,1907.4527639758694,0.029822635181979168,1.5860227699628768,95321.59083501037
2024-07-18,ETHUSDT,BUY,-0.5015390862868885,-0.48152837573047913,0.02001071055640935,3424.99,1907.4527639758749,0.5569221410794994,1.5860227699628813,95321.59083501037
2024-07-19,BTCUSDT,BUY,-0.5184716242695209,-0.5063786963693653,0.012092927900155592,66627.9,1115.2388798934508,0.016738316529463646,0.9273069775903942,92222.40379677627
2024-07-19,ETHUSDT,SELL,-0.48152837573047913,-0.49362130363063467,-0.012092927900155537,3502.18,1115.2388798934458,0.3184413365085306,0.9273069775903899,92222.40379677627
2024-07-20,BTCUSDT,BUY,-0.5063786963693653,-0.5007644025931312,0.005614293776234125,67095.6,514.9020960431525,0.007674155921448686,0.4281345593711295,91712.70983766209
